Year,SDG Series,Type of product,Unit of measure,COMMENT_OBS,Observation-level footnotes,BASE_PER,Base period,Value
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.02107
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.02467
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.02492
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.03345
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.00958
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.02323
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.02418
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.02609
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.02505
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.02443
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.02402
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.02341
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.02288
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.02233
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.18486
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.15211
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.13801
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.21969
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.20697
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.20909
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.17965
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.20227
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.21404
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.36164
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.37184
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.30097
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.44287
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.39474
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.63453
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.6951
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.69976
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.66497
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.88969
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.69848
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.75348
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.8639
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.73014
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.79971
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,2.1149
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.66123
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.4969
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.60036
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,1.64999
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,2.10379
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,2.06658
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.09353
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.0965
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.10133
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.12395
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.11842
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.10429
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.03573
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.08381
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.09952
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.07971
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.07587
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.08966
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.08463
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.08671
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.0832
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.1092
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.11284
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.11844
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.12585
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,0.10223
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.01118
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.01138
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.01462
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.01416
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.01669
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.02575
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.02116
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.02562
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.02264
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.03084
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.02604
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.02518
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.03309
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.03361
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.03428
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.03976
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.06074
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.05461
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.09349
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.09645
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.08995
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.11184
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.10296
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.08927
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.01827
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.05733
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.07772
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.0531
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.05182
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.05662
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.05641
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.05928
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.04825
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.07442
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.0775
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.07782
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.06459
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,0.04707
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,4e-05
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,4e-05
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.0002
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00072
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00084
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00087
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00076
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00072
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00064
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00099
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00141
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00219
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00218
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00225
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00186
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00117
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00105
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00086
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00052
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,0.00055
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.95807
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.99336
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.7265
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,4.13961
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.91498
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.91099
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.54807
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.65466
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.86087
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.9635
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.9398
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.51992
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.75411
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.87028
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.39317
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.36781
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.19191
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.13006
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.4304
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.28129
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.10118
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.21022
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.21048
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.37063
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.37082
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.35472
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.42858
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.57725
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.43556
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.44703
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.50491
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.34786
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.27768
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.70556
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.36689
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.14493
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.12535
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.1252
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.40229
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,1.35791
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.20335
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.20687
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.184
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.1998
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.20651
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.18154
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.07878
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.0967
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.05501
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.09676
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.11406
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.17035
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.28363
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.11119
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.0433
