Year,NATURE,SOURCE_DETAIL,Sex,Degree of urbanisation,Income or wealth quantile,Education level,Nature of data points,Source details,Observation-level footnotes,COMMENT_OBS,Value
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,81.12985
2000,C,"Kenya MICS 2000. World Inequality Database on Education (WIDE), June 2019.; Data extracted on 01 April 2022.",,Rural,,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,36.97
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,32.05386
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,57.68194
2009,C,"Kenya Population and Housing Census 2009. IPUMS-International, national Bureau of Statistics.; Data extracted on 01 April 2022.",,Rural,,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,39.66648
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,64.69672
2000,C,"Kenya MICS 2000. World Inequality Database on Education (WIDE), June 2019.; Data extracted on 01 April 2022.",,Rural,,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,18.88
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,18.22246
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,22.80053
2009,C,"Kenya Population and Housing Census 2009. IPUMS-International, national Bureau of Statistics.; Data extracted on 01 April 2022.",,Rural,,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,16.99103
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,29.43458
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,28.98721
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,57.67744
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,61.42213
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,12.32789
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,33.17446
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,40.54279
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,6.62293
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,6.26209
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,11.29629
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 2,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,49.34396
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 2,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,75.29398
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 2,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,79.568
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 2,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,28.61462
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 2,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,54.88626
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 2,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,58.37463
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 2,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,11.0421
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 2,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,12.68448
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 2,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,20.93574
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 3,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,58.57016
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 3,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,83.60568
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 3,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,88.08559
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 3,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,32.75355
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 3,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,59.88042
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 3,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,73.58475
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 3,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,14.23916
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 3,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,24.37081
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 3,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,33.73571
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 4,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,69.19624
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 4,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,89.53118
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 4,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,94.39088
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 4,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,46.93396
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 4,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,72.1963
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 4,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,83.34023
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 4,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,29.30375
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 4,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,40.17688
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 4,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,48.5455
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 5 (richest),Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,78.45617
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 5 (richest),Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,89.96045
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 5 (richest),Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,96.4865
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 5 (richest),Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,65.43276
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 5 (richest),Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,92.16402
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 5 (richest),Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,92.77843
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 5 (richest),Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,38.28409
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 5 (richest),Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,33.31684
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 5 (richest),Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,65.76234
2000,C,"Kenya MICS 2000. World Inequality Database on Education (WIDE), June 2019.; Data extracted on 01 April 2022.",,Urban,,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,82.25
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Urban,,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,71.18419
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Urban,,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,87.1231
2009,C,"Kenya Population and Housing Census 2009. IPUMS-International, national Bureau of Statistics.; Data extracted on 01 April 2022.",,Urban,,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,76.34898
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,91.9483
2000,C,"Kenya MICS 2000. World Inequality Database on Education (WIDE), June 2019.; Data extracted on 01 April 2022.",,Urban,,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,70.79
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Urban,,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,62.12915
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Urban,,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,76.58765
2009,C,"Kenya Population and Housing Census 2009. IPUMS-International, national Bureau of Statistics.; Data extracted on 01 April 2022.",,Urban,,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,66.92847
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,82.67728
2000,C,"Kenya MICS 2000. World Inequality Database on Education (WIDE), June 2019.; Data extracted on 01 April 2022.",,Urban,,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,38.74
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Urban,,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,40.20634
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Urban,,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,52.76976
2009,C,"Kenya Population and Housing Census 2009. IPUMS-International, national Bureau of Statistics.; Data extracted on 01 April 2022.",,Urban,,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,41.80125
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,56.45652
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,,Urban,Quintile 1 (poorest),Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,,27.39834
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,,Urban,Quintile 1 (poorest),Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 1 (poorest),Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,,77.14938
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,,Urban,Quintile 1 (poorest),Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,,19.72224
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,,Urban,Quintile 1 (poorest),Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 1 (poorest),Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,,50.91409
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,,Urban,Quintile 1 (poorest),Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,,Urban,Quintile 1 (poorest),Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 1 (poorest),Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,,10.25358
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,,Urban,Quintile 2,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,66.62145
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,,Urban,Quintile 2,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,64.20328
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 2,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,86.14313
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,,Urban,Quintile 2,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,,56.6192
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,,Urban,Quintile 2,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
